geneSymbol	healthy	V2	V3	V4	V5	disease	V7	V8	V9	V10
CHST1	-0.5531964506989349	-0.5870948248323623	0.3843090540125635	-1.6532209501674697	0.4077011222574801	1.0955464947077065	2.229589571497979	1.5575184573581875	0.959306913038775	2.13958009966956
RP11-10L12.2	-0.8566235642324556	-1.969038979174612	0.23763530037287617	-2.722641195409547	-2.1481247943804087	0.36687687225179455	1.0514612778862713	0.9763977746527923	1.0925225725345244	1.0939807960100836
IL2RB	0.2809361282010973	0.3161662456465488	1.7446413585224196	-1.761464110775184	-2.1481247943804087	1.9422374831598577	2.814009026179047	3.2402254773165557	2.1789392618815917	2.3875000358922667
APOC4-APOC2	0.06072508985584409	-0.9532860114075667	-1.817881081988129	-0.2998569935074529	-2.1481247943804087	2.2112649146773213	0.6974014926264679	0.5987349806296323	1.7537689668426857	1.3725484001740302
ACP5	3.919844034029268	3.377745668397925	1.5984418172703039	4.5821084903377685	3.5094342511567502	7.898226778606894	6.4709970174974245	6.345065732958455	6.632185945539121	6.607918730394588
SERPINB4	1.658103478951561	2.387625989043847	-1.658643344448778	-1.5345816649754564	-2.1481247943804087	7.390564958628435	5.627461592818549	5.996651994095983	5.043816822710551	7.894697718928409
S100A7A	-0.053653196538124275	0.9928678049324403	-1.2234352152927062	-1.206812582664147	-2.1481247943804087	5.509455349713309	1.7801559390226596	3.9454473695089276	3.2072359607031706	6.156965721798193
S100A9	4.7596763296345825	4.871326033688625	3.991980362786306	4.185224658703168	2.0407021164365218	12.374232996453168	9.341336705071647	10.738992587193405	10.171268943702492	10.762617115140698
S100A8	5.196063238785657	5.992631869964659	3.785866476585504	3.622677247261187	2.8427687877219148	11.576874142132086	8.420837598065516	9.600628578309555	9.332350714451199	10.647397530940639
IFIT3	2.4822953183593306	-1.8928404674186954	-6.363991396024502	-2.8684803254831084	-2.1481235066418485	3.736002985009124	5.5634594567407	6.245028821180467	6.35740728734128	4.32569508571035
HIST2H2AA4	3.9237916567568716	2.6529304970372904	-1.3138136122786814	-0.7122052885217685	-0.06901449307095972	5.5240658437834	4.36387201852079	5.555451840800357	5.747437621383979	4.5039854299613165
HIST1H2BO	3.323721127101783	3.0787600392660917	2.2384667557513653	2.5379957583583805	1.799785495892787	4.337873841457461	4.649921254547849	5.4388577691897515	5.788070226233991	4.0899802542067905
HIST1H2AJ	3.8275053146824467	3.7584270019267665	2.6787558657672212	2.8682954072841604	2.8211974047186748	5.324569502547451	5.459201188110442	6.530800097142616	6.751158802732276	4.794728384416156
S100A7	4.495376181193838	4.86324253766677	3.1273232060131355	0.7272432651877097	3.4015404963557274	9.993240036076754	5.370164127833447	7.704890578355486	7.0256490142831804	8.860716550308961
EPGN	2.908551417045674	2.1068442106952836	2.2710676456126473	-0.8333660064061921	0.41035306519149556	7.074474442642148	3.357612329742473	4.814048036013912	5.595611630070425	5.503151852240108
KRT6A	8.858100032747144	7.581570217382156	8.08781966169912	7.062597326659578	7.599392233086575	13.112189387656628	9.594799406792431	10.669614490249499	10.433943335999448	11.637196283673742
KRT6B	8.944283152363411	7.895057490135626	7.336268069809226	5.560556162151829	7.440134876912125	12.118693203194235	8.703920645663628	9.165850002731377	9.539092145529857	10.328564752194717
KRT17	8.929754601315523	8.096661871962642	7.678858167648986	5.557182202705548	8.098600455120623	12.074161482702563	9.79474927728499	9.759820578974068	10.241716250592873	9.779356237809111
SERPINB3	5.186240643217588	5.75066133565349	1.480100655864393	2.3668989743583344	3.422258559980384	9.222411099646854	6.00360033489151	6.644674140157252	6.712135360792028	8.162883410792881
XXbac-BPG246D15.9	0.22890497658063846	1.254598312873557	-0.9066579804549026	-5.098448542647532	-0.22813468093680797	5.050885614166631	4.501794499079162	5.0438382562190505	4.835000492362396	3.7168465324515396
HS3ST3A1	-0.12948486129370992	0.4773642424992311	0.05771047414317169	-1.4606214818647785	-0.4794770186093447	3.2083561306890487	2.5208835503675187	3.0354012525335463	2.4589418168647867	2.0441290186181114
HLA-DOB	0.4202337254880128	0.9995175865546565	0.09271780393448015	-2.4282488824629707	-2.1481247943804087	3.7811679198190897	2.1188764257034283	2.320498298039881	2.607853184219013	1.342461567952059
XCR1	-1.8805276026526991	0.8453713324901934	-6.473068541154679	-5.098448542647532	1.116640636645186	1.1315600656606006	3.2282030931100083	1.7207867749785153	3.3286389416815396	3.699630337224209
MSANTD3-TMEFF1	-0.7384601136741603	0.05187116074744477	-2.6396128088227178	-5.098448542647532	-2.1481247943804087	-0.22871252420969784	0.5535847135356494	1.5970071190170803	1.0425866411994944	1.6420410689930949
MT1H	-1.2491164424283405	0.46346871172581794	-1.623186635287457	-0.8877742530365892	-1.2914269666379141	1.372848810644963	2.002848604046232	4.985955216138914	4.730765053732641	4.0727118066009
MT1F	-0.13172636720151767	0.3543052396087363	-0.2790750688740576	-0.032353352856718996	0.29985433854571086	1.1454615011524094	1.331369095025627	3.7031526647205624	3.178203972956123	3.4442511461502407
AC013264.1	2.854666143493868	3.9424737963472154	2.414405122316485	3.8923003841766897	3.5287746148366694	3.8442986893631215	4.60845340166599	6.064666076012628	5.540759966079793	6.273606863932385
CTD-2370N5.3	-0.47415438271086036	0.2403547809038088	-0.5267432104493736	0.9338122514533856	-1.2251082983231287	0.9669084267004344	1.2066789214310176	2.348885240198288	2.272901978053031	3.2072287114319185
CARD16	1.4176194372847721	2.7113062941066026	1.785086144375282	2.7354010346519346	1.7757521021426126	4.2036377860561585	4.607236208554336	5.123676796838956	4.735364933911941	4.79991334237021
BATF3	-2.6257903224380224	0.13331629051097685	-2.09493736530682	0.70292567043031	-2.1481247943804087	2.4552035381737864	3.0885089681033184	3.6468398292775066	3.575751391145551	3.084417646500623
ECEL1	-3.317083092213595	0.8830685728556978	-2.9115747084480708	-0.6408724469472046	-2.1481247943804087	2.346701040290795	2.591209532676313	3.7333131844383	3.306399195481114	4.078287184201745
TNFRSF6B	-1.6425029834514537	-0.7592019802758597	-4.602371911215886	-0.39884452342308696	-2.1481247943804087	4.507041156380457	4.92278906036023	5.72452776295101	4.818919764384355	4.9083724243531055
PTPRO	0.40333843033010497	0.5631808092586528	-1.7153411567910235	1.4143078799427715	-0.6426043719099042	3.596355119868494	4.128504309376735	4.409888171073323	4.396848640536592	4.3811984658467775
SAMHD1	2.442953587815206	4.0379917982806415	1.503962291552332	3.96916628406345	2.6718590449953017	6.49129011673648	7.06877947074454	6.723380046932056	6.7841269418731995	7.142748661883865
CCL4L2	-2.0949830982567854	-0.7294555646996077	-4.176085583929478	-0.6927877163405044	-2.1481247943804087	3.7536396408106008	5.154546181955769	6.217036532295111	1.1441849903519448	4.619087484667263
OSBPL7	0.483344026940567	1.0965493941878888	0.8432550161594823	1.5967054253740527	1.2673083324710674	2.7097311782809124	3.6390460600154153	3.4302227994747643	3.547728314440202	3.1927164547619764
MAP4K1	1.2020504147376148	1.9884151634473808	1.2826861783983379	2.607115536043615	1.821012600684191	3.865482966827057	4.344644737617418	4.682738672589111	4.533492198689837	4.155677900885261
IL1B	-0.9664991356855919	0.6933439624320222	-0.9063910393869875	2.8261169257201635	1.3781126916191442	4.410257631874484	8.113625432758765	6.874200564366599	6.8427032864785655	6.227481845355835
TMEM71	-0.38313248488531737	1.07506515788085	0.2605545017770772	1.9539101300370547	0.9116947359296171	2.552809842113701	3.332535067576133	3.292339497476647	2.9122619004424015	3.1538138110165956
SIRPG	-2.571456296173978	-2.1583094077594946	-2.817009288655771	0.8660893434259886	-0.9331670214085168	2.568634864829664	2.5120137189699006	3.81833622545042	3.691823762118706	3.029569206741062
PHOSPHO1	-0.30640426160519185	-0.6208633434764165	-1.0212239944587245	1.5931669402448745	0.05318203593767622	1.6813244220299315	2.508309333122805	2.4890897643451755	2.6058837422233383	2.625891581830736
IGHV2-26	-6.370271528368757	-6.6960287082404975	-6.473068541154679	-2.225654402282895	-2.1481247943804087	1.2302770655601016	4.242928860510576	3.0034330879726507	3.396196817208741	3.93893013013882
ADGRE1	-1.5661729917001126	-1.583264943876083	-1.7599167532948918	1.1564338140123949	1.1540842034955958	1.7446052235322282	3.2871147501204074	3.543320194270262	3.5025888664337894	3.372722687576657
SLC25A19	1.8918248442290502	2.287672027311295	1.4984324317918376	3.0693706488807107	3.377691023754686	4.139880733321378	4.532328310945121	5.193057946737035	4.510759683934573	4.901288566860935
FNDC1	1.4327409310530372	1.560770985429396	1.516472767969489	3.512255775613309	2.76660078607108	5.41944561942812	7.125647292308624	5.276597966437794	5.264976805240783	6.347540065780406
FCGR3B	1.1331401061681348	0.2434212035208313	0.13646200239582354	2.3597823819984423	2.084471983487217	3.0704435555310248	5.8544409100771935	3.8803240996342394	4.177540243639349	4.168355891568659
DPP4	2.638306869591642	4.509881116871899	3.2095186144705585	5.2308191369435	5.208213340683092	5.8368915251761795	6.260159056725748	6.181985062753389	6.557236544632233	6.159080398388754
CXCL8	-6.370271528368757	1.572060101760637	-6.387412800468713	4.529227352167029	1.1761762266107785	4.496655736320763	9.529658801390484	6.298519800696822	7.557048215572427	5.628339196598972
TMEM106A	1.7135906413772601	2.478205722209303	2.9629665832295484	2.872075652194774	2.6387561514408002	3.731436645397326	5.037749466388855	4.97125148148621	4.698351934787064	5.173625645799059
MCTP1	4.286769550123503	5.036620466437134	5.481556308166253	5.129490623893369	4.831500437490589	6.432878853815457	6.939089776801368	7.165639316872127	7.136042667046575	7.409472332083893
TLDC2	-1.5833397131352047	0.2311856070814494	0.2586317298211834	-0.3724605478047423	-0.46378989716968494	0.764482482311706	2.505118578522499	2.2125676678524178	1.4599945760376505	2.5504557767969986
GPRIN3	1.6931526842505846	4.1562670503288475	4.663786436957822	2.663385745881126	2.9505706347083698	5.624840136543136	6.143143362839362	5.998830208776947	6.695739891146024	6.891036209867232
CACNA1E	-3.4798665421893222	-0.8331225468267003	-0.9186268710505376	-2.9358269956824405	-2.1481247943804087	0.6790915775713163	2.092224526573928	2.0312050600738774	1.9752593079366987	1.657342473364105
MERTK	2.0687587301261363	3.2684469603476067	2.4800703776471726	2.632212008903232	2.414119643152363	4.446645549666314	5.312072575852667	5.017675301880898	4.635543605371165	5.321462760460564
LILRA4	-3.504046660952322	-0.9276155196534093	-1.933284808831622	-2.0666452945385068	-2.1481247943804087	1.6873374400262549	3.3104192269861787	3.474905749501753	2.0156325957097536	3.1342074645110976
VASH1	3.0303889331792493	4.231473497467601	3.763848753612094	3.8885075683259465	4.319531463702378	5.480947504598632	6.799336890278532	6.5976814413718845	5.996981215149135	6.768254779768649
SH2D3C	1.5039096596554722	2.553527281509529	2.117616563588394	2.3623255272401	2.599853561828815	4.2477760459788865	5.278383226925201	4.536322760166244	4.8496151198219355	4.390630997450924
CXCL3	-3.764217017602695	-2.042034529315793	-1.3046047612039406	-1.5267311306601845	-2.1481247943804087	1.4460780506027178	4.086409718787883	2.0529285410934337	2.976397813829386	2.507679334302977
MMP12	-6.370271528368757	0.32989228590956554	-2.228530716489797	-0.5107004084612027	-2.1481247943804087	5.895903848434607	7.915304917964728	3.455627036657228	6.908460260581466	7.517592379552362
BST2	2.222480153501089	3.641747044213333	3.4564378669389066	3.5090124793061124	3.0666755323368884	5.4312128853251975	6.070429299633704	5.003730368652261	5.841610362459636	6.691506348728732
WDFY4	2.1958370926940503	4.258164472400206	3.709799579092435	4.2038203910726475	3.3828306055610815	6.520594243135659	7.117772545629235	7.157664081650138	7.364593295511402	7.616628422837307
C3AR1	0.8136872540509791	3.077699195633172	2.082958124634836	3.5857600238502467	1.6834336274969117	5.8281405647693365	6.528259046839627	6.061719438584012	6.861374572678754	6.746759205834419
GIMAP7	2.449381970632614	3.9795103695216483	3.5636477170495224	4.204491449111469	3.0005963059215954	5.080726729532588	5.910773727550278	5.6316777867771055	6.019661380714863	6.25094632217086
MMP19	2.1925318177767745	3.1338105749965774	3.057800923649675	3.0424663037997437	3.2595106036177968	4.760329517728201	5.331403525809191	4.758990383004903	4.64395922786739	5.135841184165159
ITGA5	5.045905267725325	6.050126424959424	5.7211761045768865	5.7276752617375335	6.1687233513868955	7.5690340476793	8.150195801916636	7.755653265030793	7.435404523111759	7.663206214406921
IFITM3	4.921434968627615	5.997970774541114	5.424860299873178	5.979049620863935	6.060935612297232	7.57487658407203	7.991167287094166	7.401467045676575	7.35452572605062	7.825083857301718
GGT5	2.689576787482885	4.133732991678352	3.326494773161506	3.4470168063355824	3.7904475738412824	5.548225304410477	5.939092981769217	5.536207178394715	5.184193370790732	5.098302563706039
MS4A4A	0.17666610924354106	3.2804211093777007	2.4110939408792063	3.7039580534449468	3.9473665891756835	6.319940025365113	6.413384248560159	6.9877355091183295	6.446673711460912	6.343039928824177
CLEC4D	-6.370271528368757	-1.7772827556547837	-3.494707998594074	-2.0582452016583046	-1.0425888185655094	3.249954523188282	3.5408240053655735	4.269395733538834	3.5970941240741676	3.598066276246668
MYO7A	0.14474416115313007	2.495617252118919	1.849714950566029	2.269146296956261	3.311966983172544	4.638633998103566	4.966903740365254	4.876671118952115	4.983012510737583	4.461145015081634
STAB1	4.47343820425124	6.6663318403811	5.938716768950271	6.644274215740188	6.938468978176557	8.858059314522132	9.414732706058217	8.836287251715829	8.708076988366056	8.464267266906921
CD300C	-5.362469980568091	-0.9629194033706482	-2.1425921559700076	-1.1288932515854133	-1.2513720926503664	2.046792089217023	2.450978662426594	2.1644858718747693	1.960518119313146	2.2852343477152695
C10orf128	0.9319254891746742	2.6895675387270326	2.4227837101638983	3.1940725905075418	3.211655225028069	4.489247417032298	5.051428729204981	4.447031002232208	4.655100251450084	4.8415831188009415
SCN1B	0.9401272413924143	2.3891759883899284	2.0488262337174494	2.5967797549306817	1.3857320198444243	4.291033778066509	4.548719183789241	4.4669597320957894	4.124544555840738	3.7037773407454098
PCED1A	1.9160798107595245	3.30620897679735	2.759723469039114	3.7505520088341617	3.016642096286983	4.738500480353448	5.57181890521669	5.481164413267527	5.015602800482898	4.431741333179526
STEAP1	1.525479799647909	3.3845176986179633	3.5919333939356313	3.7112688885393106	3.1256594476610653	4.890051307280121	5.248053280218743	5.666443508197199	4.649793808462995	4.7111505080573375
CACNA1I	-2.2578745173754773	-1.3224664494562406	-0.46953144865225543	-0.4528945255734679	-2.1481247943804087	1.3468384562179263	0.27015047752845595	1.2906042446685235	0.3956216430323365	0.7146267696012325
APOL4	0.30291440663053343	1.5416423081505468	1.5452330704409634	3.154258047164168	0.3208195715265931	4.617492407534611	3.8060386912403117	4.7745418700380275	2.684794774721442	5.73258963159964
TMEM35B	-3.207102592365317	2.314620183973094	0.8255077691997799	2.7903716727860997	-2.1481247943804087	3.6357092391381394	3.560197964744985	4.358004748977653	3.7502100158567035	4.243843168608523
SNX10	2.5030401520614753	5.013505330276033	5.214792728710821	6.1148556532904506	2.7859888642010877	6.880818833957045	7.232596471208292	8.969257317457078	7.9843430934228525	9.034780185790241
MS4A14	-2.458500935268065	0.08092584436369007	0.6150731471742146	1.8039330436188943	-0.1499220165884334	2.1111107042388584	3.189566807061777	2.9930825357162845	2.40571445693849	3.7906627879145973
EBI3	-4.2251378871661975	-1.4905479230416476	-1.7403038245875562	0.9928705298810425	-2.1481247943804087	1.8255302579591774	1.2540223374009398	2.5169362478958743	2.556433104900895	2.805519556882889
KCNE3	1.5977883533749901	2.577457513813663	3.0892021970311534	3.949433638994329	3.1579099111054445	5.129943300326347	5.265485520154517	4.339702152513239	5.066760410777497	5.330994910740796
TDRD9	-1.5627519887892354	-0.26725879573106154	-0.27209531651724717	-0.04762524022991456	-2.1481247943804087	1.833989454920028	2.551192222032351	1.2289053381373336	1.5776094846053976	1.3326000220763243
CR1	1.4186571827387613	2.6213970752337654	2.6621673823467704	3.152681996654827	1.6259001130495392	4.872801501895184	6.512393005243469	5.269801182446237	4.928108820597234	5.076848597021857
CASS4	-2.3801679508790956	-0.19426371417694693	0.9729713601368463	0.2244794008255162	-2.1481247943804087	2.2393534404894457	3.34685702895878	2.6323418794941853	2.4258462128087777	2.2335426077403193
EMBP1	-2.814952907494031	-1.0083094413682943	-0.18006235718865646	-0.35004259633007884	-2.1481247943804087	0.7753021983993196	1.5216851668157039	1.8989727737774318	1.715007727595036	0.6770559609203982
AC093616.4	-2.292966266257255	0.38624966642830666	0.9265028000734447	-0.06483315164323873	-2.1481247943804087	1.8289771393183978	2.9634554634515298	3.9338561417626186	3.145485793750695	1.5273540061334934
BRCA2	1.5844529184441862	2.543623424315957	2.707572325732335	3.1468374722692976	1.4352073147177336	3.8134214996485403	4.626347721410831	5.041904973350281	5.3135333423295386	3.5125923722941508
OSM	-2.6907608054522494	-1.1473636361534474	-1.3309640739198154	1.2841556554770683	-2.1481247943804087	3.693028543647716	6.322477147083136	4.921850405560311	5.130832035654303	3.9309757490008623
CD180	0.12603405852223648	0.9736325515509746	1.4714734875399984	2.5091036664033464	0.4894453719313394	3.580280548933283	4.644577605673286	4.068731422318601	4.715132912976017	3.6569013881363
KLRC4	-4.296975608073923	-1.917393176809653	-1.0354190645878454	-0.7869339548631588	-2.1481247943804087	0.4910317559809976	3.204880000950643	1.582690305452661	3.1264498348335663	1.3365311057446485
TRDC	-0.9288131968578663	1.0386886060519287	-0.5458492418221681	0.9899471169960282	0.004863427557848726	3.4454337245354116	4.2237275178885465	3.696948466898426	5.5849114004052485	3.463773905752469
NCR3	-3.2918383001488962	-1.82390207631917	-2.406738242837584	-0.8072068095844974	-2.1481247943804087	1.029182153914905	1.5749584301785264	1.3101937860162467	2.016226942801188	0.3244549736249027
FMO1	1.8672344345483807	3.3263556221263206	3.5862549170329605	3.469675813897626	1.5366780047506157	6.069732040278572	6.001650079127687	5.927521513005236	6.42633598288722	4.901319505498544
CHRFAM7A	-1.32804271912097	0.6168317214088838	0.1882716622089271	0.037022075518842415	-2.1481247943804087	2.5234371457382796	1.5723902148384399	1.75184027315977	2.2807695424741863	1.5210010040450326
P2RY14	2.253258827838933	4.276458993046958	3.1511257577266405	3.6907217052095715	2.3281850476993102	5.531763042369089	5.470132475730453	5.927352297519992	5.859357082398822	5.511507842133508
OR51E1	-2.109952113497518	0.561675311450368	-0.52372199688349	-0.38700543638844115	-2.1481247943804087	1.7422699009396647	2.6589054840374473	1.9928258196119157	1.9198613791374555	1.8451137834061602
TMEM163	-1.9519739032177859	0.34788543771432384	-0.3774427803176022	-0.5033321098722574	-1.2462073053530993	3.1016635279938534	1.2769766456005593	2.606678864841414	2.612198513093177	1.756220470205333
MUC12	-1.637633101908811	1.1879392098947372	-0.24068556844982378	-0.630362799297008	-1.5197213517264583	2.1689400415249263	1.2607882352215918	2.6258348059657384	2.262880649428956	1.6521930561126033
RASGRF1	-2.146094615452222	0.048379759422034284	-0.6771585700938486	-1.4709492677798839	-1.3074375224456378	1.4749502492491058	0.8502690512170799	1.6358295309724935	2.035775272130273	1.7088738921881756
OLR1	-1.366889474597258	0.440901479228473	-0.3017501855967412	-1.6982559016199286	-2.1481247943804087	3.827008227418249	4.158969120045875	4.658770293955725	3.6023390689241994	4.817579249740893
ADAMTS4	2.5950388272894	3.541625335577964	2.6432172700926677	1.5477030752100494	1.655657715785983	6.663204036860372	7.9769503072222125	8.481478169490636	7.327643367549234	7.591563308332325
UBASH3A	-1.3530204576657874	-0.39346306715356855	-0.3887295573383346	-2.536933949526332	-2.1481247943804087	3.767729118272361	4.098876390872775	4.5577138826032995	4.713762127664196	3.772887410216056
PAG1	5.903469311590128	6.2743994589389676	5.902441428667218	5.172084279767601	4.98161346965934	7.962889740122572	7.791384586863735	7.8860346212256545	8.186072777476333	7.77397416834677
NLRC4	-0.8188950167935262	0.4720221741925591	0.020345907923517627	-0.1216697255189086	-2.1481247943804087	4.118257254388439	4.505889246974517	4.482356740828394	3.930503851411227	4.234398519181115
CPXM1	2.664847756020086	3.922289623898414	3.425732306489076	3.050494475777966	0.8328057968166755	6.713805810715712	7.704724942176771	6.810203003498727	6.524195066065707	6.184098892273355
C8orf4	1.9352544989513984	2.2977652878394554	1.8133811153029802	1.4435869969530064	0.8328051831395031	3.9094626397914585	4.259700268113123	4.060280444979625	3.6804696331791735	3.9424088321785837
SCML4	2.0491863712556464	1.730006024830221	2.8244107380812333	1.486084625034757	1.214739680929718	4.607343436683502	5.168877798116441	5.192453575717894	5.087571362890425	4.243689161540177
RP11-763B22.3	-1.8318291433874918	-1.2939576887819355	-0.8618634996554017	-1.8687880103188177	-2.1481247943804087	0.45237069003895825	1.0223749749863422	1.14869223649455	1.1903342241408925	0.3686783769561484
ARHGAP15	2.7693802269154597	3.3143869114828517	3.773468073988532	3.048651580531928	1.7487649320707837	5.555325629247698	6.31384487662721	6.577672731040465	6.341607231912773	5.585781756084361
ANKRD44	2.4921552228784183	3.0843071201217165	3.818072036052843	2.9595712102031566	1.6264334567751135	6.000871066338956	6.304966314068344	6.1898327792683014	6.342490652292573	5.46485588577388
ERMN	-1.1246038967068968	-0.8917439718956498	0.31369640834633156	-1.7369722475990728	-2.1481247943804087	1.3051271349251927	2.0207316160099995	2.343400854413296	2.2342577433732744	1.3234335564357138
CAMK4	1.2226957415487463	1.6546355673587179	2.9448836976167967	0.1784693395094299	-0.5014305317890254	4.687133876603743	5.425295733852116	6.234508376063482	6.327671905165324	5.376265121669943
RP11-495P10.10	-0.5701514834100356	-0.3283492128264921	-0.03401850610301416	-1.7550268466074084	-2.1481247943804087	1.001326802300583	2.0712728958616933	2.0673665187303225	1.8411586045493507	1.3554706711521727
TCAF2P1	-1.2750843319898966	-0.34752771369057245	-0.025696700575205747	-0.9080361929133768	-2.1481247943804087	0.16107282409662022	1.7322544086737746	1.7607695903412948	1.9784453352901863	1.622760349641306
RFX8	-1.7856183076477945	-0.5356446096501571	0.07106301583677509	-1.6416174112874415	-2.1481247943804087	0.13521771828792917	1.852857722164159	2.071361675751784	1.5124585424849146	1.5612929353955216
TLR2	0.5458984905252635	0.8958973193216055	1.8215005246718048	-0.3191194511669	-2.1481247943804087	2.7642993823367585	4.84746174676003	5.543469668889072	4.732854299203508	4.796802006631772
AC116366.6	0.9761067834775092	1.6088036984322922	2.327492616337343	1.4107790601764552	0.8328067587965823	2.945887248056047	3.8315027338933376	4.435987107182357	4.049359780808011	3.5594157426906805
PI15	1.6750521502294984	3.3955719884232294	2.455058799952595	1.8109791768500285	0.8306570051817727	4.162340854237995	6.614673186129606	8.061697910840314	6.415525550216792	6.217193872707505
